"nct_id","disease","drug"
"NCT01223625","Endothelial Dysfunction","Rosuvastatin 40mg/day"
"NCT01223625","Atherosclerosis","Rosuvastatin 5mg/day"
"NCT01223625","Atherosclerosis","Rosuvastatin 40mg/day"
"NCT01124422","Pulmonary Disease, Chronic Obstructive","fluticasone propionate/salmeterol inhalation powder DISKUS 250/50"
"NCT00549601","Alzheimer's Disease","Rivastigmine patch (4.6 mg/day switch to 9.5 mg/day)"
"NCT00549601","Alzheimer's Disease","Rivastigmine patch (9.5 mg/day)"
"NCT00549601","Alzheimer's Disease","Rivastigmine capsules (6 mg to 12 mg/day)"
"NCT01779284","Glaucoma","Latanoprost/Timolol therapy"
"NCT01779284","Glaucoma","Travoprost/timolol therapy"
"NCT03590444","Diabetic Retinal Edema","Ranibizumab 0.5 MG/0.05 ML Intraocular Solution"
"NCT02101567","Anemia","Oxytocin 5 IU iv infusion and Methtergine 0.2 mg iv"
"NCT03321955","Neuropathic Pain","Ziconotide 100 MCG(microgram)/ML Intrathecal Solution"
"NCT03447873","HIV Infections","Continue with triple therapy"
"NCT03447873","HIV Infections","Switch to DTG + 3TC"
"NCT03447873","HIV Infections","Switch to DRV/cobicistat + 3TC"
"NCT02004366","Type 2 Diabetes","Linagliptin + 50% Glargine dose on discharge"
"NCT02004366","Type 2 Diabetes","Linagliptin + 80% Glargine"
"NCT02140593","Gastrointestinal Cancer","Group STANDARD: Rocuronium 0.6 mg/kg followed by bolus rocuronium according to standard treatment combined with saline infusion (placebo)."
"NCT02140593","Gastrointestinal Cancer","Group DEEP: Rocuronium 0.6 mg/kg followed by rocuronium infusion with target level PTC 0-1 combined with bolus saline (placebo) mimicking standard treatment."
"NCT02449369","Unilateral Knee Arthroplasty","Postop oral oxycodone & acetaminophen"
"NCT01232504","Mycoses","rhG-CSF+rhGM-CSF group"
"NCT02357407","Infection","Patients in intensive care : infection treated with ciprofloxacin IV"
"NCT02357407","Infection","Osteoarticular infected patients : infection treated with oral ofloxacin"
"NCT03302351","Shivering","Dexmetedomidine+Ketamine"
"NCT03274297","Healthy","EVRA patch (NGMN+EE) (Treatment A) (Reference)"
"NCT03274297","Healthy","HMW PIB patch (NGMN+EE) (Treatment B) (Test)"
"NCT03852862","Video Assisted Thoracoscopy","Serratus plane block and paravertebral block"
"NCT03219931","Colic, Infantile","Bifidobacterium breve BR03 and Bifidobacterium breve B632"
"NCT03219931","Probiotic","Bifidobacterium breve BR03 and Bifidobacterium breve B632"
"NCT03219931","Gut Microbiome","Bifidobacterium breve BR03 and Bifidobacterium breve B632"
"NCT03219931","Bifidobacterium Breve","Bifidobacterium breve BR03 and Bifidobacterium breve B632"
"NCT01719978","Cardiac Arrhythmias","3.6mL 2% Mepivacaine with 1:100,000 epinephrine"
"NCT03182088","Cesarean Section Complications","norepinephrine infusion (0.025 mcg/Kg/min)"
"NCT03182088","Cesarean Section Complications","norepinephrine infusion (0.050 mcg/Kg/min)"
"NCT03182088","Cesarean Section Complications","norepinephrine infusion (0.075 mcg/Kg/min)"
"NCT04120753","Hypertension","OLOMAX 20/5/5mg"
"NCT04120753","Hypertension","OLOMAX 20/5/10mg"
"NCT04120753","Hypertension","Olmesartan 20 mg/Amlodipine 5 mg"
"NCT04120753","Dyslipidemias","OLOMAX 20/5/5mg"
"NCT04120753","Dyslipidemias","OLOMAX 20/5/10mg"
"NCT04120753","Dyslipidemias","Olmesartan 20 mg/Amlodipine 5 mg"
"NCT03234816","Cesarean Section Complications","Norepinephrine 0.05 mcg /Kg/min"
"NCT03234816","Cesarean Section Complications","Norepinephrine 0.1 mcg /Kg/min"
"NCT03234816","Cesarean Section Complications","Norepinephrine 0.15 mcg /Kg/min"
"NCT02972476","Chronic Obstructive Pulmonary Disease","Budesonide & formoterol fumarate and Aclidinium bromide"
"NCT02972476","Chronic Obstructive Pulmonary Disease","Fluticasone 500 & salmeterol and Aclidinium bromide"
"NCT02972476","Chronic Obstructive Pulmonary Disease","Fluticasone 250 & salmeterol and Aclidinium bromide"
"NCT02972476","Chronic Obstructive Pulmonary Disease","Aclidinium bromide & formoterol fumarate"
"NCT01608269","HiV1- Positive","Abacavir/Lamivudine"
"NCT02060851","Malnutrition","Vifor and EPO"
"NCT00377234","Post Menopausal Osteoporosis","ibandronate [Bonviva/Boniva]"
"NCT03080831","Thoracic Diseases","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
"NCT03228771","Socket Preservation","PRGF/ATV"
"NCT02054325","Varicose Veins","Polidocanol with Glucose"
"NCT03228108","Complication","Trimethoprim/Sulfamethoxazole"
"NCT03228108","Complication","Pivmecillinam/augmentin"
"NCT03228108","Infection","Trimethoprim/Sulfamethoxazole"
"NCT03228108","Infection","Pivmecillinam/augmentin"
"NCT03228108","Prostate Cancer","Trimethoprim/Sulfamethoxazole"
"NCT03228108","Prostate Cancer","Pivmecillinam/augmentin"
"NCT03217409","Diabetes Mellitus and Hypercholesterolemia","Rosuvastatin+Ezetimibe"
"NCT03194594","Depressive Symptoms","Ketamine Hydrochloride, dexamethasone, and combination of two drugs"
"NCT01375257","Endocarditis","Oral treatment with antibiotics for endocarditis"
"NCT01375257","Endocarditis","Guideline treatment with parenteral antibiotics"
"NCT01375322","Hypertension","Amlodipine+Benazepril"
"NCT01375322","Hypertension","Valsartan+Hydrochlorothiazide"
"NCT01375322","Diabetes Mellitus, Type 2","Amlodipine+Benazepril"
"NCT01375322","Diabetes Mellitus, Type 2","Valsartan+Hydrochlorothiazide"
"NCT01375322","Albuminuria","Amlodipine+Benazepril"
"NCT01375322","Albuminuria","Valsartan+Hydrochlorothiazide"
"NCT00489853","Chronic Obstructive Pulmonary Disease","budesonide/formoterol Turbuhaler 320/9µg"
"NCT02149888","Human Immunodeficiency Virus","Tenofovir/emtricitabine"
"NCT03464266","Hypoestrogenism","FTC/TDF"
"NCT03464266","Subclinical Kidney Injury","FTC/TDF"
"NCT03464266","Bone Microarchitecture","FTC/TDF"
"NCT03788395","Asthma","Symbicort Turbohaler without Turbo+"
"NCT03105193","Laparoscopic Colon Resection","IV Saline bolus and infusion"
"NCT03105193","Laparoscopic Colon Resection","IP Saline bolus and infusion"
"NCT03105193","Laparoscopic Colon Resection","IV lignocaine bolus and infusion"
"NCT03105193","Laparoscopic Colon Resection","IP Lignocaine bolus and infusion"
"NCT03105193","Perioperative Analgesia","IV Saline bolus and infusion"
"NCT03105193","Perioperative Analgesia","IP Saline bolus and infusion"
"NCT03105193","Perioperative Analgesia","IV lignocaine bolus and infusion"
"NCT03105193","Perioperative Analgesia","IP Lignocaine bolus and infusion"
"NCT01726205","Post-thoracotomy Pain","Pregabalin and normal saline infusion, PRG"
"NCT01726205","Post-thoracotomy Pain","Pregabalin and ropivacaine 02% infusion"
"NCT04111848","Postoperative Analgesia","ketamine and magnesium"
"NCT01559298","Stroke","Aspirin (80 mg/d) + clopidogrel (75 mg/d)"
"NCT01392014","Malaria","dihydroartemisinin-piperaquine + primaquine"
"NCT01234116","Human Immunodeficiency Virus","emtricitabine/tenofovir disoproxil fumarate"
"NCT00964223","Acne Vulgaris","Clindamycin and benzoyl peroxide gel (Duac® Topical Gel)"
"NCT00964223","Acne Vulgaris","benzoyl peroxide and adapalene gel (EPIDUO™ Gel)"
"NCT00708422","Ocular Hypertension","Travoprost ophthalmic solution 0.004% with SofZia® preservative system (TRAVATAN Z®)"
"NCT01718236","Pregnancy","Rocuronium + sugammadex"
"NCT01718236","Pregnancy","Succinylcholine + Neostigmine"
"NCT03101137","Caudal Block","Caudal block with dexmedetomedine"
"NCT03185130","Headache","Normal Saline 20mL/kg"
"NCT03185130","Headache","Prochlorperazine 0.15 mg/kg up to 10 mg IV"
"NCT03185130","Headache","Diphenhydramine 1 mg/kg up to 50 mg IV"
"NCT03099408","Bacterial Vaginosis","""Metronidazole"" and ""Lactobacillus"""
"NCT03099408","Recurrence","""Metronidazole"" and ""Lactobacillus"""
"NCT01722409","Intracranial Aneurysms","sevoflurane and 0.5 μg/kg dexmedetomidine"
"NCT01722409","Intracranial Aneurysms","sevoflurane and 1 μg/kg dexmedetomidine"
"NCT01559298","Aortic Valve Disease","Aspirin (80 mg/d) + clopidogrel (75 mg/d)"
"NCT01192178","Asthma","ADVAIR™ DISKUS™ 100/50 mcg BID"
"NCT01189500","Pharmacokinetics","Tamoxifen and Desvenlafaxine Succinate Sustained Release"
"NCT03620513","Throat Disorder","Decongestants and Anesthesia (oxymetazoline and lidocaine)"
"NCT01486563","Prostate Cancer","Voluven (Hydroxyethyl starch 130/0,4)"
"NCT01486563","Prostate Cancer","Sodium Chloride 9 mg/ml"
"NCT01486576","Osteoarthritis","Voluven (Hydroxyethyl starch 130/0,4)"
"NCT01486576","Osteoarthritis","Sodium Chloride 9 mg/ml"
"NCT03160105","Antiretroviral Therapy","Switch to DTG + FTC"
"NCT03160105","Maintenance Therapy","Switch to DTG + FTC"
"NCT00700115","HIV Infections","Kaletra + Isentress"
"NCT01723150","Liver Abscess, Pyogenic","Trimethoprim/sulfamethoxazole"
"NCT01610401","Ischemia Reperfusion Injury","No pretreatment with metformin in combination with infusion of caffeine"
"NCT01610401","Ischemia Reperfusion Injury","Pretreatment with metformin in combination of infusion of caffeine."
"NCT01610401","Endothelial Function","No pretreatment with metformin in combination with infusion of caffeine"
"NCT01610401","Endothelial Function","Pretreatment with metformin in combination of infusion of caffeine."
"NCT01611324","Varicose Veins","Mepivacaine chlorhydrate 2% with epinephrine in NS 0.9%"
"NCT01611324","Pain","Mepivacaine chlorhydrate 2% with epinephrine in NS 0.9%"
"NCT01611324","Surgery","Mepivacaine chlorhydrate 2% with epinephrine in NS 0.9%"
"NCT01611324","Anesthesia","Mepivacaine chlorhydrate 2% with epinephrine in NS 0.9%"
"NCT02064049","Hepatitis C","Sofosbuvir/velpatasvir"
"NCT01642134","Aortic Valve Stenosis","aspirin+clopidogrel (Duoplavin)"
"NCT01642134","Stroke","aspirin+clopidogrel (Duoplavin)"
"NCT03004131","Seasonal Allergic Rhinitis","fluticasone propionate nasal spray + loratadine"
"NCT03004131","Seasonal Allergic Rhinitis","Azelastine hydrochloride + fluticasone propionate nasal spray"
"NCT00654628","Hypercholesterolemia","ezetimibe (+) simvastatin"
"NCT00496834","Hypertension","Comparator: losartan (+) hydrochlorothiazide (HCTZ)"
"NCT00496834","Hypertension","Comparator: carvedilol (+) hydrochlorothiazide"
"NCT03034941","PCOS","Liraglutide + metformin"
"NCT02926846","Peritonitis","Intravenous vancomycin & gentamicin with adjunctive lavage"
"NCT02926846","Peritonitis","Intraperitoneal vancomycin & gentamicin"
"NCT02926846","Kidney Failure","Intravenous vancomycin & gentamicin with adjunctive lavage"
"NCT02926846","Kidney Failure","Intraperitoneal vancomycin & gentamicin"
"NCT01621022","Tobacco Dependence","bupropion + nicotine gum"
"NCT05161208","Dry Eye","OC-01 (varenicline 0.6mg/ml) Nasal Spray"
"NCT02214550","Dysmenorrhea","microgestin 1/20"
"NCT02214550","Migraine Disorders","microgestin 1/20"
"NCT02214550","Pelvic Pain","microgestin 1/20"
"NCT02214550","Endometriosis","microgestin 1/20"
"NCT02214550","Visceral Pain","microgestin 1/20"
"NCT02214550","Chronic Pain","microgestin 1/20"
"NCT01719237","Pain","Ropivacine and Chloroprocaine mixture"
"NCT00931801","HIV","atazanavir/raltegravir"
"NCT00931801","HIV","atazanavir/raltegravir"
"NCT00931801","HIV","atazanavir/tenofovir/emtricitabine"
"NCT05366192","Safety Issues","Nirmatrelvir and ritonavir stage 1"
"NCT05366192","Safety Issues","Nirmatrelvir and ritonavir stage 2"
"NCT03639558","Psychiatric Emergency","Haloperidol + Promethazine + Chlorpromazine"
"NCT03639558","Psychiatric Emergency","Haloperidol + Promethazine"
"NCT03639558","Aggression","Haloperidol + Promethazine + Chlorpromazine"
"NCT03639558","Aggression","Haloperidol + Promethazine"
"NCT03639558","Agitation","Haloperidol + Promethazine + Chlorpromazine"
"NCT03639558","Agitation","Haloperidol + Promethazine"
"NCT03499639","HCV Coinfection","Ombitasvir / Paritaprevir / Ritonavir /Ribavirin Oral Tablet"
"NCT04701190","Hypotension","Noradrenaline 0.1 microgram/kg/minute infusion"
"NCT04701190","Hypotension","Noradrenaline 0.05 microgram/kg/minute infusion"
"NCT04701190","Hypotension","Infusion dosage: 0.075 microgram/kg/minute infusion"
"NCT04701190","Cesarean Section","Noradrenaline 0.1 microgram/kg/minute infusion"
"NCT04701190","Cesarean Section","Noradrenaline 0.05 microgram/kg/minute infusion"
"NCT04701190","Cesarean Section","Infusion dosage: 0.075 microgram/kg/minute infusion"
"NCT04701190","Anesthesia, Spinal","Noradrenaline 0.1 microgram/kg/minute infusion"
"NCT04701190","Anesthesia, Spinal","Noradrenaline 0.05 microgram/kg/minute infusion"
"NCT04701190","Anesthesia, Spinal","Infusion dosage: 0.075 microgram/kg/minute infusion"
"NCT03009097","Chronic Periaortitis","DFDBA with atorvastatin"
"NCT03009097","Intrabony Periodontal Defect","DFDBA with atorvastatin"
"NCT03007121","Anesthesia; Spinal","Bupivacaine + Sufentanil epidural"
"NCT03007121","Morphine","Bupivacaine + Sufentanil epidural"
"NCT03007121","Surgery, Colorectal","Bupivacaine + Sufentanil epidural"
"NCT03007121","Intravenous Drug Delivery Systems","Bupivacaine + Sufentanil epidural"
"NCT02712801","HIV/AIDS and Infections","Lopinavir/ritonavir"
"NCT02898961","Sepsis","30 mg/kg amikacin or 8 mg/kg gentamicin"
"NCT03933501","Generalized Aggressive Periodontitis","amoxicillin and metronidazole"
"NCT02018055","Acute Myocardial Infarction","Aspirin+Ticagrelor"
"NCT02018055","Acute Myocardial Infarction","Aspirin+Clopidogrel"
"NCT03202550","Oral Sedation and Cervical Dilator Pain","Oxycodone and Lorazepam (Active Comparator)"
"NCT01260662","Procedural Sedation","1:1 Propofol/Ketamine"
"NCT01260662","Procedural Sedation","4:1 Propofol/Ketamine"
"NCT02938013","HCV Coinfection","Sofosbuvir/Velpatasvir/Voxilaprevir [SOF/VEL/VOX]"
"NCT02938013","HCV Coinfection","Sofosbuvir/Velpatasvir (SOF/VEL)"
"NCT01342510","General Anesthesia","Lidocaine/Magnesium"
"NCT01342510","Intravenous Anesthesia","Lidocaine/Magnesium"
"NCT02001740","Adhesive Capsulitis","Triamcinalone (steroid) and lidocaine"
"NCT02242591","Knee Replacement Arthroplasty","Ropivacaine 7,5 mg/ml"
"NCT01223534","Latent Tuberculosis Infection","Preventive treatment with Isoniazid."
"NCT01223534","Latent Tuberculosis Infection","Preventive treatment with Isoniazid"
"NCT01666041","Hypertriglyceridemia","fenofibrate/omega"
"NCT01195272","Rheumatoid Arthritis","tocilizumab [RoActemra/Actemra]"
"NCT03685500","HIV Infections","Symtuza® (TAF/FTC/DRV/c)"
"NCT03685500","HIV Infections","ABC/3TC/DTG + Symtuza® (TAF/FTC/DRV/c)"
"NCT05244525","Shoulder Arthroscopy","Bupivacaine with Epinephrine"
"NCT02319668","Dental Prophylaxis and Implant Surgery","0.2% w/v Chlorhexidine digluconate"
"NCT02319668","Dental Prophylaxis and Implant Surgery","Sodium fluoride toothpaste (Aquafresh Mild & Minty)"
"NCT02257372","Pulmonary Disease, Chronic Obstructive","ICS/LABA medication"
"NCT02257372","Pulmonary Disease, Chronic Obstructive","Albuterol/salbutamol Metered Dose Inhaler (MDI)"
"NCT01706471","Planned Kidney Transplantation","Everolimus + Low dose CsA +PD"
"NCT01706471","Planned Kidney Transplantation","Myfortic+ Standard CsA + PD"
"NCT01641367","HIV-1 Infection","Emtricitabine/tenofovir disoproxil fumarate"
"NCT01641367","HIV-1 Infection","Study provided drugs according to patient resistance profile (DRV, ETR, RTV, FTC/TDF) + any in country available drug as applicable & available"
"NCT01285050","HIV Infection","Emtricitabine and tenofovir disoproxil fumarate"
"NCT00219284","Parkinson's Disease With End of Dose Wearing Off","Carbidopa/levodopa/entacapone"
"NCT01356797","Pain","hypobaric levobupivacaine with fentanyl"
"NCT00964366","Acne Vulgaris","clindamycin and benzoyl peroxide"
"NCT01608347","Recurrent Miscarriage","LMWH+Folic acid"
"NCT02248233","Cerebral Infarction","Saline + citicoline"
"NCT03347890","Obesity","Liraglutide (Saxenda) 6Mg/Ml Inj Pen 3Ml or Placebo"
"NCT01865916","Colonoscopy","Polyethylene Glycol (PEG) and 15 mg Bisacodyl"
"NCT01865916","Colonoscopy","Polyethylene Glycol (PEG) + ascorbic acid"
"NCT02618317","Chronic Kidney Disease","Minocycline-EDTA 30 mg/ml - 3 mg/ml"
"NCT02182713","Asthma","Salbutamol sulfate/Ipratropium bromide"
"NCT05170841","Low Back Pain","Dexketoprofen Trometamol 25 mg/Tramadol Hydrochloride 75 MG"
"NCT02577601","Contraception","Levonorgestrel (LNG)/Ethinyl estradiol birth control pill"
"NCT00380523","Pain","MK0663, Arcoxia, etoricoxib / Duration of Treatment: 3 Days"
"NCT02772640","Hypercholesterolemia","Rosuvastatin and Ezetimibe morning or evening administration"
"NCT02580630","Achilles Tendinopathy","Ultrasound guided injection with Glucocorticosteroid"
"NCT02580630","Achilles Tendinopathy","Ultrasound guided injection with local anaestethic"
"NCT00332644","Nicotine Dependence","bupropion + lozenge"
"NCT00332644","Nicotine Dependence","nicotine patch + nicotine lozenge"
"NCT00393978","Bipolar Disorder","Quetiapine and placebo"
"NCT00393978","Bipolar Disorder","Quetiapine and Topiramate"
"NCT00393978","Cannabis-Related Disorder","Quetiapine and placebo"
"NCT00393978","Cannabis-Related Disorder","Quetiapine and Topiramate"
"NCT00921843","Anesthesia","Methadone 0.1mg/kg"
"NCT00921843","Anesthesia","Methadone 0.2mg/kg"
"NCT00921843","Anesthesia","Methadone 0.3mg/kg"
"NCT01267136","Tonsillitis","Codeine with acetaminophen"
"NCT01267136","Pain","Codeine with acetaminophen"
"NCT02180880","Neuralgia","Pregabalin and Oxcarbazepine"
"NCT02180880","Spinal Cord Injury","Pregabalin and Oxcarbazepine"
"NCT03961828","Hepatitis C","Ledipasvir 90 MG / Sofosbuvir 400 MG [Harvoni]"
"NCT01740453","Respiratory Depression","ropivacaine 2 mg/ml"
"NCT01740453","Anesthesia Morbidity","ropivacaine 2 mg/ml"
"NCT00423579","Hypercholesterolemia","Ezetimibe/Simvastatin 10/20 mg"
"NCT00423579","Coronary Disease","Ezetimibe/Simvastatin 10/20 mg"
"NCT01721408","Intra-abdominal Infection","Imipenem/cilastatin"
"NCT02003391","Ocular Hypertension","Travoprost 0.004% / timolol 0.5% fixed combination ophthalmic solution"
"NCT00495586","Chronic Obstructive Pulmonary Disease","Amoxicillin and clavulanic acid"
"NCT01415401","Open-angle Glaucoma","Brinzolamide 1% / timolol 0.5% maleate fixed combination"
"NCT03471910","Venous Insufficiency","Diosmin / Hesperidin"
"NCT03250494","Post Operative Pain Control","combined Dulox capsule (60 mg) orally and Dex 0.1mg/kg diluted in 100 ml 0.9% NS IVI"
"NCT03250494","Post Operative Pain Control","a placebo capsule identical to Dulox capsule and 100 ml 0.9% NS IVI over 15 min, as a placebo for dexamethasone"
"NCT00132691","Uveitis","oral corticosteroid with immunosuppressive agents as needed"
"NCT01352741","Low Back Pain","Tapentadol Prolonged Release with Pregabalin"
"NCT01352741","Neuropathic Pain","Tapentadol Prolonged Release with Pregabalin"
"NCT01048944","Nicotine Dependence","Placebo Patch and Placebo Pill"
"NCT01479829","Bipolar Depression","ESC + CBX"
"NCT01479829","Bipolar Depression","ESC + PBO."
"NCT01479829","Bipolar Depression","ESC+CBX"
"NCT01892657","Skin Irritation","Facial Moisturizer with SPF 50+"
"NCT03098121","Chronic Hepatitis C","grazoprevir and elbasvir"
"NCT00147251","Diabetes","FDA approved drugs to treat blood pressure and cholesterol"
"NCT00147251","Carotid Atherosclerosis","FDA approved drugs to treat blood pressure and cholesterol"
"NCT03256864","Liver Transplantation","Tacrolimus and Everolimus"
"NCT01188668","Pharmacokinetics","Aripiprazole + desvenlafaxine succinate sustained release"
"NCT01616069","Cardiopulmonary Bypass Graft","epinephrine and levosimendan"
"NCT01397890","Chronic Obstructive Pulmonary Disease (COPD)","Budesonide/formoterol (Symbicort® Turbuhaler®)"
"NCT00952523","Acne Vulgaris","Adapalene/Benzoyl Peroxide Facial Gel"
"NCT02316327","Non-Small Cell Lung Cancer (NSCLC)","gemcitabine, cisplatin and bevacizumab"
"NCT01937728","Hepatitis C","A: Peg-interferon alpha-2a & Ribavirin"
"NCT01937728","Hepatitis C","B: Peg-interferon alpha-2a & Ribavirin"
"NCT01937728","Hepatitis C","C: Peg-interferon alpha-2a & Ribavirin"
"NCT01937728","Hepatitis C","D: Peg-interferon alpha-2a & Ribavirin"
"NCT01937728","Hepatitis C","E: Peg-interferon alpha-2a & Ribavirin"
"NCT01937728","Hepatitis C","F: Peg-interferon alpha-2a & Ribavirin"
"NCT03350984","Type 2 Diabetes Mellitus","Glargine and Lispro insulin"
"NCT01978015","Uveitis, Anterior","travoprost and timolol maleate fixed combination"
"NCT01978015","Uveitis, Anterior","latanoprost and maleate timolol fixed combination"
"NCT01978015","Uveitis, Anterior","bimatoprost and timolol maleate fixed combination"
"NCT01978015","Uveitis, Anterior","dextran and hypromellose"
"NCT01848210","Chronic Venous Insufficiency","Coumarin/troxerutin"
"NCT01560390","Sedation for Mechanical Ventilation","Rémifentamil + KETAMINE"
"NCT03955575","Bile Acid Malabsorption","Liraglutide 6 MG/ML"
"NCT01429818","Diabetes Mellitus","Glimepiride/metformin"
"NCT00147251","Cardiovascular Disease","FDA approved drugs to treat blood pressure and cholesterol"
"NCT00147251","Hypertension","FDA approved drugs to treat blood pressure and cholesterol"
"NCT00147251","Hyperlipidemia","FDA approved drugs to treat blood pressure and cholesterol"
"NCT03235947","Urinary Tract Infection","Trimethoprim / Sulfamethoxazole"
"NCT03235947","Asymptomatic Bacteriuria","Trimethoprim / Sulfamethoxazole"
"NCT03215446","Vascular Surgery","maintenance of anaesthesia with propofol"
"NCT03215446","Vascular Surgery","maintenance of anaesthesia with sevoflurane"
"NCT03067285","HIV Infections","ELV/COBI/FTC/TAF"
"NCT03067285","HIV Infections","DTG/3TC/ABC + ELV/COBI/FTC/TAF"
"NCT03204487","Glaucoma, Open-Angle","Tafluprost 15µg/ml"
"NCT03204487","Ocular Hypertension","Tafluprost 15µg/ml"
"NCT03204578","Cytochrome P450 CYP3A Enzyme Deficiency","AB (Midazolam OD formulation/Dormicum)"
"NCT03204578","Cytochrome P450 CYP3A Enzyme Deficiency","BA (Dormicum/Midazolam OD formulation)"
"NCT03056482","Cannabis Use Disorder","Haloperidol 0.05mg/kg"
"NCT03056482","Cannabis Use Disorder","Haloperidol 0.1mg/kg"
"NCT03192579","Coronary Artery Disease Progression","EPA and high dose rosuvastatin"
"NCT03149653","Parenteral Nutrition","ClinOleic + Omegaven"
"NCT03149653","Parenteral Nutrition","Lipoplus + Omegaven"
"NCT03149653","Parenteral Nutrition","SMOFlipid + Omegaven"
"NCT01042158","Systemic Sclerosis","tadalafil and ambrisentan upfront combination therapy"
"NCT01042158","Scleroderma Spectrum of Diseases","tadalafil and ambrisentan upfront combination therapy"
"NCT02366689","Gingivitis","Triclosan/fluoride toothpaste"
"NCT01637558","Tuberculosis","8 hourly LPV/r during TB treatment"
"NCT01637558","Tuberculosis","Lopinavir/Ritonavir"
"NCT01475721","Asthma","ADVAIR 100/50mcg"
"NCT01475721","Asthma","ADVAIR 250/50mcg"
"NCT01475721","Asthma","ADVAIR 500/50mcg"
"NCT01818258","Malnourished","ZDV+3TC+LPV/r"
"NCT01811238","Spinal Disorders","Oxycodone/naloxone"
"NCT01811186","Chronic Pain","Oxycodone/naloxone"
"NCT04196231","Type 2 Diabetes","Insulin/Canaglifozin"
"NCT04196231","Type 2 Diabetes","Insulin/Dapaglifozin"
"NCT04196231","Type 2 Diabetes","Insulin/Empaglifozin"
"NCT02249741","Cirrhosis","Treated with Ibandronic acid as per protocol"
"NCT01596894","Crohn's Disease","Azithromycin + Metronidazole"
"NCT01937312","Ocular Hypertension","Brinzolamide 1%/brimonidine 0.2% ophthalmic suspension"
"NCT01937312","Open Angle Glaucoma","Brinzolamide 1%/brimonidine 0.2% ophthalmic suspension"
"NCT01937299","Ocular Hypertension","Brinzolamide 1%/brimonidine 0.2% ophthalmic suspension"
"NCT01937299","Open Angle Glaucoma","Brinzolamide 1%/brimonidine 0.2% ophthalmic suspension"
"NCT05281185","Severe Hemophilia A Without Inhibitor","Extended half-life FVIII concentrates with PK-guided dosing"
"NCT05281185","Severe Hemophilia A Without Inhibitor","standard half-life FVIII concentrates with weight-based dosing"
"NCT01951417","Acne","Adapalene/BPO Gel"
"NCT01818583","Atrial Fibrillation","Glucose 50 MG/ML"
"NCT01751178","Gingivitis","Chlorhexidine Digluconate Mouthwash with Alcohol"
"NCT01462344","Asthma","ADVAIR 100/50mcg"
"NCT01462344","Asthma","ADVAIR 250/50mcg"
"NCT02270281","Septic Shock","Dexmedetomidine 0.7 Mcg/kg/h"
"NCT01218100","Stage 2 Diastolic Hypertension","nebivolol and lisinopril (free combination)"
"NCT01380080","HIV Infection","Rifampin/isoniazid/pyrazinamide/ethambutol FDC"
"NCT01380080","HIV Infection","Rifampin/isoniazid FDC"
"NCT01364298","Diabetic Peripheral Neuropathic Pain","Gabapentin/B-complex"
"NCT02211690","Human Immunodeficiency Virus","emtricitabine-tenofovir 300/200 mg (one tablet daily)"
"NCT01347996","Acute Myeloid Leukemia","histamine dihydrochloride and IL-2"
"NCT01578434","Nutritional Rickets","Vitamin D and Calcium"
"NCT01466491","Pain","Paracervical block technique with lidocaine"
"NCT01851863","Dyspepsia","Flupentixol-Melitracen(without explanation) + Omeprazole"
"NCT00633217","Pulmonary Disease, Chronic Obstructive","Fluticasone Propionate/Salmeterol DISKUS 250/50mcg"
"NCT00633217","Pulmonary Disease, Chronic Obstructive","Fluticasone Propionate/Salmeterol Hydrofluoroalkane 134a MDI 230/42mcg"
"NCT04287426","Neuromuscular Blockade","Rocuronium 0.6 mg/kg"
"NCT04287426","Neuromuscular Blockade","Remifentanil 2 µg/kg"
"NCT03228017","Cardiovascular Diseases","Aspirin and/or Atorvastatin"
"NCT03228017","Myocardial Infarction","Aspirin and/or Atorvastatin"
"NCT03228017","Atherosclerotic Cardiovascular Disease","Aspirin and/or Atorvastatin"
"NCT03228017","Thrombotic Vascular Disease","Aspirin and/or Atorvastatin"
"NCT03256799","Cystic Fibrosis","Ivacaftor/Ataluren"
"NCT02136589","Hyperemia","dicrofenac and travoprost"
"NCT02136589","Intraocular Pressure","dicrofenac and travoprost"
"NCT02136641","Anesthesia; Reaction","Midazolam+Fentanyl Combination"
"NCT02136641","Anesthesia; Reaction","Midazolam+Ketamine Combination"
"NCT00504777","Rheumatoid Arthritis","rituximab [MabThera/Rituxan]"
"NCT01935674","Hypercholesterolaemia","Continue Ritonavir-boosted PI+Rosuvastatin"
"NCT01415518","Chronic Obstructive Pulmonary Disease (COPD)","Drug: Budesonide/formoterol (Symbicort Turbuhaler"
"NCT01415401","Glaucoma","Brinzolamide 1% / timolol 0.5% maleate fixed combination"
"NCT04127851","Dry Eye","TJO-018 (HA 0.15%) + Cyclosporine Ophthalmic Emulsion 0.05%"
"NCT04127851","Dry Eye Syndromes","TJO-018 (HA 0.15%) + Cyclosporine Ophthalmic Emulsion 0.05%"
"NCT01613807","Gestational Diabetes Mellitus","Insulin, Long-Acting and Insulin"
"NCT01389557","Malaria","Dihydroartemisinin-piperaquine with primaquine"
"NCT03080831","Water-Electrolyte Imbalance","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
"NCT03080831","Fluid Retention","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
"NCT03080831","Sodium Disorder","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
