name,synonyms,cellosaurus_accession,disease_id,id,tissue_id,depmap_id,cell_model_passport_id,cosmic_id,ccle_name,expression_data,UMLS_CUI,Tumour_Location
SK-N-MC-IXC,SK-N-MC-IXC; MC-IXC; MCIXC,CVCL_1398,C7542,1377,21.0,ACH-002160,SIDM01246,908118.0,MCIXC_BONE,CellModelPassport,C0877849,Autonomic ganglia (Neuroblastoma)
SK-N-SH,SK-N-SH; SK N SH; SKN-SH; SK-NSH; SKNSH; NSH,CVCL_0531,C3270,1378,21.0,ACH-000149,SIDM01098,717431.0,SKNSH_AUTONOMIC_GANGLIA,BROAD_DepMap,C2751421,Autonomic ganglia (Neuroblastoma)
SK-NEP-1,SK-NEP-1; SKNEP-1; SKNEP1; SKNEP,CVCL_0631,C4817,1379,11.0,ACH-001192,SIDM00027,,SKNEP1_BONE,BROAD_DepMap,C0553580,No COSMIC ID
SK-PN-DW,SK-PN-DW; SKPNDW,CVCL_1703,C3716,1380,11.0,ACH-001193,SIDM01097,909731.0,SKPNDW_BONE,BROAD_DepMap,C0206663,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
SK-RC-20,SK-RC-20; SK RC 20; SKRC-20; SKRC20,CVCL_V605,C9385,1381,5.0,ACH-000385,SIDM01863,,SKRC20_KIDNEY,BROAD_DepMap,C1861854,No COSMIC ID
SK-RC-31,SK-RC-31; SK RC 31; SKRC-31; SKRC31,CVCL_6186,C9385,1382,5.0,ACH-001194,SIDM01839,,SKRC31_KIDNEY,BROAD_DepMap,C1861854,No COSMIC ID
SK-UT-1,SK-UT-1; SK UT 1; SKUT-1; SKUT1; Skut1,CVCL_0533,C6340,1383,13.0,ACH-000939,SIDM01113,909732.0,SKUT1_SOFT_TISSUE,BROAD_DepMap,C3549860,Soft tissue; Smooth muscle; Uterus (Leiomyosarcoma)
SKG-IIIa,SKG-IIIa; SKG-IIIA; SKG IIIa; SKGIIIA; SKG-3a; SKG3A; SKG3a,CVCL_1704,C27676,1384,24.0,ACH-002020,SIDM00381,,SKGIIIA_CERVIX,CellModelPassport,C1334052,No COSMIC ID
SKM-1,SKM-1; SKM1,CVCL_0098,C9154,1385,4.0,ACH-000373,SIDM00380,909722.0,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0220615,Haematopoietic and lymphoid (Haematopoietic neoplasm; Myelodysplastic syndrome)
SKN,SKN,CVCL_3167,C6340,1386,13.0,ACH-001655,SIDM00377,1240215.0,SKN_ENDOMETRIUM,BROAD_DepMap,C3549860,Not Found
SKN-3,SKN-3; SKN3,CVCL_3168,C34447,1387,23.0,ACH-002305,SIDM00375,1299059.0,SKN3_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,C1168401,Not Found
SLR20,SLR20; SLR 20,CVCL_V606,C4912,1388,5.0,ACH-000127,SIDM01341,,SLR20_KIDNEY,BROAD_DepMap,C0699885,No COSMIC ID
SLR21,SLR21; SLR 21,CVCL_V607,C4033,1389,5.0,ACH-000016,SIDM01862,,SLR21_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SLR23,SLR23; SLR 23,CVCL_V609,C4033,1390,5.0,ACH-000246,SIDM01340,,SLR23_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SLR24,SLR24; SLR 24,CVCL_V610,C4033,1391,5.0,ACH-000272,SIDM01339,,SLR24_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SLR25,SLR25; SLR 25,CVCL_V611,C4033,1392,5.0,ACH-000300,SIDM01861,,SLR25_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SLR26,SLR26; SLR 26,CVCL_V612,C4033,1393,5.0,ACH-000600,SIDM01338,,SLR26_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SNG-M,SNG-M; SNGM,CVCL_1707,C7359,1394,14.0,ACH-000974,SIDM00373,909735.0,SNGM_ENDOMETRIUM,BROAD_DepMap,C1153706,Endometrium (Carcinoma; Adenocarcinoma)
SNU-1,SNU-1; SNU1; NCI-SNU-1,CVCL_0099,C4004,1395,16.0,ACH-000932,SIDM01146,908444.0,SNU1_STOMACH,BROAD_DepMap,C0278701,Stomach (Carcinoma; Adenocarcinoma)
SNU-1033,SNU-1033; SNU1033,CVCL_5002,C9383,1396,6.0,ACH-000286,SIDM00192,,SNU1033_LARGE_INTESTINE,BROAD_DepMap,C0149978,No COSMIC ID
SNU-1040,SNU-1040; SNU1040; NCI-SNU-1040,CVCL_5003,C4349,1397,6.0,ACH-000999,SIDM00217,1659823.0,SNU1040_LARGE_INTESTINE,BROAD_DepMap,C0338106,Not Found
SNU-1041,SNU-1041; SNU 1041; SNU1041,CVCL_L085,C4043,1398,23.0,ACH-000618,SIDM00173,,SNU1041_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280321,No COSMIC ID
SNU-1066,SNU-1066; SNU1066,CVCL_5005,C4044,1399,23.0,ACH-000682,SIDM00170,,SNU1066_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280324,No COSMIC ID
SNU-1076,SNU-1076; SNU1076; NCI-SNU-1076,CVCL_5006,C4044,1400,23.0,ACH-000549,SIDM00168,,SNU1076_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280324,No COSMIC ID
SNU-1077,SNU-1077; SNU1077,CVCL_5007,C42700,1401,14.0,ACH-000302,SIDM00166,,SNU1077_ENDOMETRIUM,BROAD_DepMap,C0280630,No COSMIC ID
SNU-1079,SNU-1079; SNU1079; SNU 1079; NCI-SNU-1079,CVCL_5008,C35417,1402,28.0,ACH-000209,SIDM00164,,SNU1079_BILIARY_TRACT,BROAD_DepMap,C0345905,No COSMIC ID
SNU-1105,SNU-1105; SNU1105; NCI-SNU-1105,CVCL_5010,C3058,1403,1.0,ACH-000368,SIDM01336,,SNU1105_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
SNU-119,SNU-119; SNU119; NCI-SNU-119,CVCL_5014,C105555,1404,8.0,ACH-000635,SIDM01771,,SNU119_OVARY,BROAD_DepMap,C3642254,No COSMIC ID
SNU-1196,SNU-1196; SNU1196,CVCL_5015,C36077,1405,28.0,ACH-000461,SIDM00163,,SNU1196_BILIARY_TRACT,BROAD_DepMap,C0206702,No COSMIC ID
SNU-1197,SNU-1197; SNU1197,CVCL_5016,C4349,1406,6.0,ACH-000412,SIDM00171,,SNU1197_LARGE_INTESTINE,BROAD_DepMap,C0338106,No COSMIC ID
SNU-1214,SNU-1214; SNU1214; NCI-SNU-1214,CVCL_5017,C4044,1407,23.0,ACH-000715,SIDM00167,,SNU1214_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280324,No COSMIC ID
SNU-1272,SNU-1272; SNU1272; NCI-SNU-1272,CVCL_8788,C4033,1408,5.0,ACH-000513,SIDM01335,,SNU1272_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SNU-16,SNU-16; SNU16; NCI-SNU-16,CVCL_0076,C4004,1409,16.0,ACH-000581,SIDM01145,908446.0,SNU16_STOMACH,BROAD_DepMap,C0278701,Stomach (Carcinoma; Adenocarcinoma)
SNU-175,SNU-175; SNU175; NCI-SNU-175,CVCL_5031,C4349,1410,6.0,ACH-000989,SIDM00216,1659928.0,SNU175_LARGE_INTESTINE,BROAD_DepMap,C0338106,Not Found
SNU-182,SNU-182; SNU182; NCI-SNU-182,CVCL_0090,C3099,1411,31.0,ACH-000483,SIDM01151,1240216.0,SNU182_LIVER,BROAD_DepMap,C0019204,Not Found
SNU-201,SNU-201; SNU201; NCI-SNU-201,CVCL_5033,C3058,1412,1.0,ACH-000623,SIDM00158,,SNU201_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
SNU-213,SNU-213; SNU213; NCI-SNU-213,CVCL_5034,C8294,1413,12.0,ACH-000266,SIDM01372,,SNU213_PANCREAS,BROAD_DepMap,C0281361,No COSMIC ID
SNU-216,SNU-216; SNU216; NCI-SNU-216,CVCL_3946,C5473,1414,16.0,ACH-000466,SIDM01393,,SNU216_STOMACH,BROAD_DepMap,C1333791,No COSMIC ID
SNU-245,SNU-245; SNU245; NCI-SNU-245,CVCL_5038,C4436,1415,28.0,ACH-000268,SIDM00162,,SNU245_BILIARY_TRACT,BROAD_DepMap,C0206698,No COSMIC ID
SNU-283,SNU-283; SNU283; NCI-SNU-283,CVCL_5044,C9383,1416,6.0,ACH-000708,SIDM00215,1659929.0,SNU283_LARGE_INTESTINE,BROAD_DepMap,C0149978,Not Found
SNU-308,SNU-308; SNU308; NCI-SNU-308,CVCL_5048,C3844,1417,28.0,ACH-000141,SIDM00161,,SNU308_BILIARY_TRACT,BROAD_DepMap,C0235782,No COSMIC ID
SNU-324,SNU-324; SNU324; NCI-SNU-324,CVCL_5051,C8294,1418,12.0,ACH-000933,SIDM01451,,SNU324_PANCREAS,BROAD_DepMap,C0281361,No COSMIC ID
SNU-349,SNU-349; SNU349; NCI-SNU-349,CVCL_5054,C4033,1419,5.0,ACH-000907,SIDM01394,,SNU349_KIDNEY,BROAD_DepMap,C4225533,No COSMIC ID
SNU-387,SNU-387; SNU387; NCI-SNU-387,CVCL_0250,C3099,1420,31.0,ACH-000478,SIDM01180,909736.0,SNU387_LIVER,BROAD_DepMap,C0019204,Liver (Carcinoma; Hepatocellular carcinoma)
SNU-398,SNU-398; SNU398; NCI-SNU-398,CVCL_0077,C3099,1421,31.0,ACH-000221,SIDM01181,1240217.0,SNU398_LIVER,BROAD_DepMap,C0019204,Not Found
SNU-407,SNU-407; SNU407; NCI-SNU-407,CVCL_5058,C4349,1422,6.0,ACH-000955,SIDM00214,1660034.0,SNU407_LARGE_INTESTINE,BROAD_DepMap,C0338106,Not Found
SNU-410,SNU-410; SNU410; NCI-SNU-410,CVCL_5059,C8294,1423,12.0,ACH-000517,SIDM01449,,SNU410_PANCREAS,BROAD_DepMap,C0281361,No COSMIC ID
SNU-423,SNU-423; SNU423; NCI-SNU-423,CVCL_0366,C3099,1424,31.0,ACH-000493,SIDM01199,909737.0,SNU423_LIVER,BROAD_DepMap,C0019204,Liver (Carcinoma; Hepatocellular carcinoma)
SNU-449,SNU-449; SNU449; NCI-SNU-449,CVCL_0454,C3099,1425,31.0,ACH-000420,SIDM01194,909738.0,SNU449_LIVER,BROAD_DepMap,C0019204,Liver (Carcinoma; Hepatocellular carcinoma)
SNU-46,SNU-46; SNU46,CVCL_5063,C4044,1426,23.0,ACH-000500,SIDM01448,,SNU46_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280324,No COSMIC ID
SNU-466,SNU-466; SNU466; NCI-SNU-466,CVCL_5064,C3058,1427,1.0,ACH-000289,SIDM01447,,SNU466_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
SNU-475,SNU-475; SNU475; NCI-SNU-475,CVCL_0497,C3099,1428,31.0,ACH-000422,SIDM01196,909739.0,SNU475_LIVER,BROAD_DepMap,C0019204,Liver (Carcinoma; Hepatocellular carcinoma)
SNU-478,SNU-478; SNU478; NCI-SNU-478,CVCL_5065,C6650,1429,28.0,ACH-000377,SIDM00160,,SNU478_BILIARY_TRACT,BROAD_DepMap,C1332243,No COSMIC ID
SNU-484,SNU-484; SNU484,CVCL_0100,C4004,1430,16.0,,,,,,C0278701,No COSMIC ID
SNU-489,SNU-489; SNU489; NCI-SNU-489,CVCL_5069,C3058,1431,1.0,ACH-000543,SIDM01446,,SNU489_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
SNU-5,SNU-5; SNU5; NCI-SNU-5,CVCL_0078,C4004,1432,16.0,ACH-000303,SIDM01144,908445.0,SNU5_STOMACH,BROAD_DepMap,C0278701,Stomach (Carcinoma; Adenocarcinoma)
SNU-503,SNU-503; SNU503; NCI-SNU-503,CVCL_5071,C9383,1433,6.0,ACH-000683,SIDM00497,,SNU503_LARGE_INTESTINE,BROAD_DepMap,C0149978,No COSMIC ID
SNU-520,SNU-520; SNU520; NCI-SNU-520,CVCL_5072,C4004,1434,16.0,ACH-000908,SIDM01770,,SNU520_STOMACH,BROAD_DepMap,C0278701,No COSMIC ID
SNU-601,SNU-601; SNU601; NCI-SNU-601,CVCL_0101,C5250,1435,16.0,ACH-000736,SIDM01445,,SNU601_STOMACH,BROAD_DepMap,C1335965,No COSMIC ID
SNU-61,SNU-61; SNU61; NCI-SNU-61,CVCL_5078,C9383,1436,6.0,ACH-000532,SIDM00194,1660035.0,SNU61_LARGE_INTESTINE,BROAD_DepMap,C0149978,Not Found
SNU-620,SNU-620; SNU620; NCI-SNU-620,CVCL_5079,C4004,1437,16.0,ACH-000325,SIDM01781,,SNU620_STOMACH,BROAD_DepMap,C0278701,No COSMIC ID
SNU-626,SNU-626; SNU626; NCI-SNU-626,CVCL_5080,C3058,1438,1.0,ACH-000370,SIDM01444,,SNU626_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
SNU-638,SNU-638; SNU638,CVCL_0102,C4004,1439,16.0,ACH-001664,SIDM01769,,SNU638_STOMACH,BROAD_DepMap,C0278701,No COSMIC ID
SNU-668,SNU-668; SNU668; NCI-SNU-668,CVCL_5081,C5250,1440,16.0,ACH-000344,SIDM01443,,SNU668_STOMACH,BROAD_DepMap,C1335965,No COSMIC ID
SNU-685,SNU-685; SNU685; NCI-SNU-685,CVCL_5083,C42700,1441,14.0,ACH-000407,SIDM00165,,SNU685_ENDOMETRIUM,BROAD_DepMap,C0280630,No COSMIC ID
SNU-719,SNU-719; SNU719; NCI-SNU-719,CVCL_5086,C5473,1442,16.0,ACH-000898,SIDM01450,,SNU719_STOMACH,BROAD_DepMap,C1333791,No COSMIC ID
SNU-738,SNU-738; SNU738; NCI-SNU-738,CVCL_5087,C3288,1443,1.0,ACH-000807,SIDM01442,,SNU738_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0751396,No COSMIC ID
SNU-761,SNU-761; SNU761; NCI-SNU-761,CVCL_5089,C3099,1444,31.0,ACH-000537,SIDM01439,,SNU761_LIVER,BROAD_DepMap,C0019204,No COSMIC ID
SNU-8,SNU-8; SNU8,CVCL_5096,C7978,1445,8.0,ACH-000460,SIDM01437,,SNU8_OVARY,BROAD_DepMap,C0279663,No COSMIC ID
SNU-81,SNU-81; SNU81; NCI-SNU-81,CVCL_5098,C4349,1446,6.0,ACH-000991,SIDM00193,1660036.0,SNU81_LARGE_INTESTINE,BROAD_DepMap,C0338106,Not Found
SNU-840,SNU-840; SNU840; NCI-SNU-840,CVCL_5100,C4270,1447,8.0,ACH-000280,SIDM01436,,SNU840_OVARY,BROAD_DepMap,C1518237,No COSMIC ID
SNU-869,SNU-869; SNU869,CVCL_5101,C6650,1448,28.0,ACH-000182,SIDM00159,,SNU869_BILIARY_TRACT,BROAD_DepMap,C1332243,No COSMIC ID
SNU-878,SNU-878; SNU878; NCI-SNU-878,CVCL_5102,C3099,1449,31.0,ACH-000686,SIDM01435,,SNU878_LIVER,BROAD_DepMap,C0019204,No COSMIC ID
SNU-886,SNU-886; SNU886; NCI-SNU-886,CVCL_5103,C3099,1450,31.0,ACH-000316,SIDM01434,,SNU886_LIVER,BROAD_DepMap,C0019204,No COSMIC ID
SNU-899,SNU-899; SNU899; NCI-SNU-899,CVCL_5105,C4044,1451,23.0,ACH-000692,SIDM00169,,SNU899_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280324,No COSMIC ID
SNU-C1,SNU-C1; SNUC1; NCI-SNU-C1,CVCL_1708,C4349,1452,6.0,ACH-000722,SIDM01197,910905.0,SNUC1_LARGE_INTESTINE,BROAD_DepMap,C0338106,Large intestine; Colon (Carcinoma; Adenocarcinoma)
SNU-C2A,SNU-C2A; SNUC2A; NCI-SNU-C2A; C2A,CVCL_1709,C5543,1453,6.0,ACH-000967,SIDM00780,,SNUC2A_LARGE_INTESTINE,BROAD_DepMap,C1332866,No COSMIC ID
SNU-C2B,SNU-C2B; SNUC2B; NCI-SNU-C2B,CVCL_1710,C5543,1454,6.0,ACH-001199,SIDM00781,909740.0,SNUC2B_LARGE_INTESTINE,CellModelPassport,C1332866,Large intestine; Caecum (Carcinoma; Adenocarcinoma)
SNU-C4,SNU-C4; SNU C4; SNUC4; NCI-SNU-C4; C4,CVCL_5111,C4349,1455,6.0,ACH-000959,SIDM00500,,SNUC4_LARGE_INTESTINE,BROAD_DepMap,C0338106,No COSMIC ID
SNU-C5,SNU-C5; SNUC5; NCI-SNU-C5; SNU-C5/WT,CVCL_5112,C5543,1456,6.0,ACH-000970,SIDM00498,1674021.0,SNUC5_LARGE_INTESTINE,BROAD_DepMap,C1332866,Not Found
Sq-1,Sq-1; SQ-1; SQ1; Sq1,CVCL_4900,C3493,1457,7.0,ACH-000553,SIDM01767,,SQ1_LUNG,BROAD_DepMap,C0149782,No COSMIC ID
ST486,ST486; ST 486,CVCL_1712,C2912,1458,4.0,ACH-000567,SIDM01198,910906.0,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0006413,Haematopoietic and lymphoid (Lymphoid neoplasm; Burkitt lymphoma)
STS-0421,STS-0421; STS 0421; STS0421,CVCL_X508,C4004,1459,13.0,ACH-002306,SIDM00041,1299061.0,STS0421_SOFT_TISSUE,CellModelPassport,C0278701,Not Found
SU-DHL-1,SU-DHL-1; SU-DHL1; SUDHL1; SUDHL-1; SuDHL-1; SuDHL 1; Stanford University-Diffuse Histiocytic Lymphoma-1,CVCL_0538,C3720,1460,4.0,ACH-000664,SIDM00390,909742.0,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0206180,Haematopoietic and lymphoid; Skin (Lymphoid neoplasm; Anaplastic large cell lymphoma)
SU-DHL-10,SU-DHL-10; Su-DHL-10; SUDHL10; Sudhl10; SUDHL-10; SuDHL 10; Stanford University-Diffuse Histiocytic Lymphoma-10; DHL10,CVCL_1889,C8851,1461,4.0,ACH-000271,SIDM00389,1331033.0,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0079744,Not Found
SU-DHL-16,SU-DHL-16; SUDHL16; SUDHL-16; Stanford University-Diffuse Histiocytic Lymphoma-16; DHL-16,CVCL_1890,C3457,1462,4.0,ACH-002307,SIDM00404,1331034.0,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,,Not Found
SU-DHL-4,SU-DHL-4; SUDHL4; Sudhl4; SUDHL-4; Sudhl-4; SuDHL 4; SUD4; SUD-4; SU4; Stanford University-Diffuse Histiocytic Lymphoma-4; DHL-4; DHL4,CVCL_0539,C36080,1463,4.0,ACH-000365,SIDM00405,1331035.0,SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,Not Found
SU-DHL-5,SU-DHL-5; Su-DHL-5; SUDHL5; SUDHL-5; SU-DH-L5; SuDHL 5; Stanford University-Diffuse Histiocytic Lymphoma-5; DHL-5; DHL5,CVCL_1735,C36080,1464,4.0,ACH-000660,SIDM00406,1331036.0,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,Not Found
SU-DHL-6,SU-DHL-6; SUDHL6; SuDHL6; SU-DHL6; SUDHL-6; SuDHL-6; Sudhl-6; SUD6; Stanford University-Diffuse Histiocytic Lymphoma-6; DHL-6; DHL6,CVCL_2206,C36080,1465,4.0,ACH-000611,SIDM00407,1331037.0,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,Not Found
SU-DHL-8,SU-DHL-8; SUDHL8; SUDHL-8; SuDHL 8; Stanford University-Diffuse Histiocytic Lymphoma-8; DHL-8; DHL8,CVCL_2207,C36080,1466,4.0,ACH-000656,SIDM00423,1331038.0,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1333295,Not Found
SU.86.86,SU.86.86; Su.86.86; SU 86.86; SU-86-86; Su-86-86; SU86.86; SU86-86; SU86_86; Su86_86; SU8686; SU.86,CVCL_3881,C8294,1467,12.0,ACH-000114,SIDM01188,1240218.0,SU8686_PANCREAS,BROAD_DepMap,C0281361,Not Found
SUIT-2,SUIT-2; Suit-2; SUIT 2; SUIT2,CVCL_3172,C9120,1468,12.0,ACH-000652,SIDM00371,1240219.0,SUIT2_PANCREAS,BROAD_DepMap,C1335302,Not Found
SUM102PT,SUM102PT; SUM-102PT; SUM 102PT; SUM-102; SUM 102; SUM102; Sum102; 102PT,CVCL_3421,C4872,1469,2.0,ACH-001388,SIDM01837,,SUM102PT_BREAST,BROAD_DepMap,C0678222,No COSMIC ID
SUM1315MO2,SUM1315MO2; SUM1315M02; SUM1315-MO2; SUM-1315M02; SUM 1315M02; SUM-1315; SUM 1315; SUM1315; 1315M02,CVCL_5589,C4194,1470,2.0,ACH-001389,SIDM01836,,SUM1315MO2_BREAST,BROAD_DepMap,C1134719,No COSMIC ID
SUM149PT,SUM149PT; SUM-149PT; SUM 149PT; SUM149-PT; SUM149; SUM-149; SUM 149; 149 PT; 149PT; BrCL12,CVCL_3422,C4001,1471,2.0,ACH-001390,SIDM01441,,SUM149PT_BREAST,BROAD_DepMap,C0278601,No COSMIC ID
SUM159PT,SUM159PT; SUM-159-PT; SUM-159PT; SUM 159PT; SUM-159; SUM 159; SUM159; 159 PT; 159PT,CVCL_5423,C5161,1472,2.0,ACH-001391,SIDM01452,,SUM159PT_BREAST,BROAD_DepMap,C1514169,No COSMIC ID
SUM185PE,SUM185PE; SUM-185PE; SUM 185PE; SUM-185; SUM 185; SUM185; 185PE,CVCL_5591,C4017,1473,2.0,ACH-001392,SIDM01430,,SUM185PE_BREAST,BROAD_DepMap,C1527349,No COSMIC ID
SUM190PT,SUM190PT; SUM-190PT; SUM 190PT; SUM-190; SUM 190; SUM190; 190PT,CVCL_3423,C4001,1474,2.0,ACH-001393,,,SUM190PT_BREAST,,C0278601,No COSMIC ID
SUM225CWN,SUM225CWN; SUM-225CWN; SUM-225cwn; SUM 225CWN; SUM-225 Chest Wall Nodule; SUM-225; SUM 225; SUM225; Sum225; 225CWN,CVCL_5593,C4194,1475,2.0,ACH-001397,,,SUM225CWN_BREAST,,C1134719,No COSMIC ID
SUM229PE,SUM229PE; SUM-229PE; SUM 229PE; SUM-229; SUM 229; SUM229; 229PE,CVCL_5594,C4872,1476,2.0,ACH-001394,SIDM01461,,SUM229PE_BREAST,BROAD_DepMap,C0678222,No COSMIC ID
SUM44PE,SUM44PE; SUM-44PE; SUM 44PE; SUM-44 PE; SUM-44; SUM 44; SUM44; Sum44; 44PE,CVCL_3424,C7950,1477,2.0,ACH-001395,SIDM01835,,SUM44PE_BREAST,BROAD_DepMap,C0279565,No COSMIC ID
SUM52PE,SUM52PE; SUM-52PE; SUM 52PE; SUM-52-PE; SUM-52; SUM 52; SUM52; 52PE,CVCL_3425,C4872,1478,2.0,ACH-001396,SIDM01422,,SUM52PE_BREAST,BROAD_DepMap,C0678222,No COSMIC ID
SUP-B15,SUP-B15; Sup-B15; SUPB-15; SUPB15; SupB15; SupB15W; SupB15WT,CVCL_0103,C9140,1479,4.0,ACH-000059,SIDM01176,1247871.0,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279584,Not Found
SUP-B8,SUP-B8; SupB8,CVCL_1713,C8644,1480,4.0,ACH-002308,SIDM01177,910209.0,SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C4227542,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic B cell leukaemia)
SUP-HD1,SUP-HD1; Sup-HD1; SUP-HD-1; SUPHD1,CVCL_2208,C9357,1481,4.0,ACH-001203,SIDM00422,1331039.0,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0019829,Not Found
SUP-M2,SUP-M2; Sup-M2; SUPM2,CVCL_2209,C3720,1482,4.0,ACH-000226,SIDM00421,1331040.0,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0206180,Not Found
SUP-T1,SUP-T1; Sup-T1; SUPT-1; SupT-1; Sup T-1; SUP T-1; SUP T1; Sup T1; SupT1; SUPT1; Tsup-1; VB; Stanford University Pediatric T-cell line 1,CVCL_1714,C7210,1483,4.0,ACH-000953,SIDM01154,909743.0,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1332998,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic T cell leukaemia)
SUP-T11,SUP-T11; SupT11; SUPT-11; Stanford University Pediatric T-cell line 11,CVCL_2210,C9142,1484,4.0,ACH-000122,SIDM01859,,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279592,No COSMIC ID
SW1088,SW1088; SW-1088; SW 1088,CVCL_1715,C60781,1485,1.0,ACH-000437,SIDM01155,909745.0,SW1088_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,Central nervous system; Brain (Glioma; Astrocytoma)
SW1116,SW1116; SW-1116; SW 1116,CVCL_0544,C4349,1486,6.0,ACH-000489,SIDM00835,909746.0,SW1116_LARGE_INTESTINE,BROAD_DepMap,C0338106,Large intestine; Colon (Carcinoma; Adenocarcinoma)
SW1271,SW1271; SW-1271; SW 1271,CVCL_1716,C4917,1487,7.0,ACH-000890,SIDM01156,1299062.0,SW1271_LUNG,BROAD_DepMap,C0149925,Not Found
SW13,SW13; SW-13; SW 13; Scott and White No. 13,CVCL_0542,C9325,1488,30.0,ACH-001401,SIDM00814,909744.0,SW13_ADRENAL_CORTEX,BROAD_DepMap,C0206686,Adrenal gland; Adrenal gland (Adrenal cortical carcinoma)
SW1353,SW1353; SW-1353; SW 1353,CVCL_0543,C7155,1489,11.0,ACH-000418,SIDM01766,,SW1353_BONE,BROAD_DepMap,C1335473,No COSMIC ID
SW1417,SW1417; SW-1417; SW 1417,CVCL_1717,C4349,1490,6.0,ACH-000236,SIDM00812,909747.0,SW1417_LARGE_INTESTINE,BROAD_DepMap,C0338106,Large intestine; Colon (Carcinoma; Adenocarcinoma)
SW1463,SW1463; SW-1463; SW 1463,CVCL_1718,C9383,1491,6.0,ACH-000470,SIDM00834,909748.0,SW1463_LARGE_INTESTINE,BROAD_DepMap,C0149978,Large intestine; Rectum (Carcinoma; Adenocarcinoma)
SW156,SW156; SW-156; SW 156,CVCL_1719,C9385,1492,5.0,ACH-001398,SIDM01162,1240220.0,SW156_KIDNEY,BROAD_DepMap,C1861854,Not Found
SW1573,SW1573; SW-1573; SW 1573,CVCL_1720,C2923,1493,7.0,ACH-000677,SIDM01163,724878.0,SW1573_LUNG,BROAD_DepMap,C2750265,Lung (Carcinoma; Non small cell carcinoma)
SW1710,SW1710; SW-1710; SW 1710,CVCL_1721,C4912,1494,17.0,ACH-000566,SIDM00420,909749.0,SW1710_URINARY_TRACT,BROAD_DepMap,C0699885,Urinary tract; Bladder (Carcinoma; Transitional cell carcinoma)
SW1783,SW1783; SW-1783; SW 1783,CVCL_1722,C9477,1495,1.0,ACH-000883,SIDM01164,909750.0,SW1783_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0334579,Central nervous system; Brain (Glioma; Astrocytoma Grade III; Anaplastic)
SW1990,SW1990; SW-1990; SW 1990,CVCL_1723,C8294,1496,12.0,ACH-000155,SIDM01165,910907.0,SW1990_PANCREAS,BROAD_DepMap,C0281361,Pancreas (Carcinoma; Ductal carcinoma)
